Order ID,Order Date,Ship Date,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-1577,2022-08-01,2022-08-03,West,Office Supplies,Tables,4782.43,8,0.19,-430.42
ORD-1578,2022-08-02,2022-08-04,West,Office Supplies,Binders,1042.35,7,0.12,-20.85
ORD-1579,2022-08-03,2022-08-05,West,Technology,Tables,590.86,5,0.15,-29.54
ORD-1580,2022-08-04,2022-08-06,West,Technology,Storage,4277.11,5,0.12,-85.54
ORD-1581,2022-08-05,2022-08-07,East,Furniture,Chairs,2223.79,7,0.01,200.14
ORD-1582,2022-08-06,2022-08-08,South,Furniture,Chairs,4242.5,9,0.1,0.0
ORD-1583,2022-08-07,2022-08-09,West,Technology,Binders,4470.8,9,0.05,223.54
ORD-1584,2022-08-08,2022-08-10,West,Technology,Phones,359.17,9,0.03,25.14
ORD-1585,2022-08-09,2022-08-11,Central,Technology,Binders,4423.15,6,0.29,-840.4
ORD-1586,2022-08-10,2022-08-12,West,Office Supplies,Phones,2269.18,6,0.18,-181.53
ORD-1587,2022-08-11,2022-08-13,Central,Office Supplies,Tables,2576.64,3,0.22,-309.2
ORD-1588,2022-08-12,2022-08-14,South,Technology,Tables,3151.63,1,0.09,31.52
ORD-1589,2022-08-13,2022-08-15,East,Office Supplies,Storage,4635.59,7,0.12,-92.71
ORD-1590,2022-08-14,2022-08-16,East,Office Supplies,Phones,144.62,4,0.07,4.34
ORD-1591,2022-08-15,2022-08-17,South,Furniture,Storage,2410.38,1,0.03,168.73
ORD-1592,2022-08-16,2022-08-18,East,Technology,Chairs,3454.22,8,0.05,172.71
ORD-1593,2022-08-17,2022-08-19,South,Technology,Phones,3627.4,6,0.24,-507.84
ORD-1594,2022-08-18,2022-08-20,South,Office Supplies,Binders,3478.04,6,0.2,-347.8
ORD-1595,2022-08-19,2022-08-21,South,Technology,Chairs,715.45,2,0.16,-42.93
ORD-1596,2022-08-20,2022-08-22,East,Furniture,Chairs,1532.01,1,0.14,-61.28
ORD-1597,2022-08-21,2022-08-23,Central,Furniture,Binders,1825.64,2,0.28,-328.62
ORD-1598,2022-08-22,2022-08-24,South,Furniture,Chairs,4031.96,4,0.02,322.56
ORD-1599,2022-08-23,2022-08-25,West,Technology,Phones,1429.86,2,0.08,28.6
ORD-1600,2022-08-24,2022-08-26,East,Technology,Storage,1092.99,1,0.1,0.0
ORD-1601,2022-08-25,2022-08-27,South,Technology,Chairs,4789.37,7,0.23,-622.62
ORD-1602,2022-08-26,2022-08-28,South,Technology,Phones,93.87,8,0.3,-18.77
ORD-1603,2022-08-27,2022-08-29,West,Technology,Tables,4989.21,6,0.07,149.68
ORD-1604,2022-08-28,2022-08-30,Central,Furniture,Phones,3400.27,4,0.26,-544.04
ORD-1605,2022-08-29,2022-08-31,Central,Office Supplies,Storage,4150.92,6,0.25,-622.64
ORD-1606,2022-08-30,2022-09-01,Central,Furniture,Phones,1508.37,3,0.07,45.25
ORD-1607,2022-08-31,2022-09-02,South,Technology,Binders,120.86,8,0.12,-2.42
ORD-1608,2022-09-01,2022-09-03,South,Furniture,Storage,3702.45,2,0.12,-74.05
ORD-1609,2022-09-02,2022-09-04,South,Technology,Tables,4179.02,5,0.29,-794.01
ORD-1610,2022-09-03,2022-09-05,East,Technology,Binders,3715.36,1,0.05,185.77
ORD-1611,2022-09-04,2022-09-06,West,Furniture,Phones,757.11,6,0.24,-106.0
ORD-1612,2022-09-05,2022-09-07,South,Technology,Storage,3779.47,2,0.1,0.0
ORD-1613,2022-09-06,2022-09-08,West,Office Supplies,Tables,3856.17,4,0.22,-462.74
ORD-1614,2022-09-07,2022-09-09,West,Technology,Binders,3309.78,6,0.13,-99.29
ORD-1615,2022-09-08,2022-09-10,Central,Office Supplies,Tables,3842.27,8,0.17,-268.96
ORD-1616,2022-09-09,2022-09-11,East,Office Supplies,Phones,4237.31,8,0.25,-635.6
ORD-1617,2022-09-10,2022-09-12,South,Technology,Tables,3087.34,6,0.24,-432.23
ORD-1618,2022-09-11,2022-09-13,Central,Furniture,Chairs,488.59,4,0.26,-78.17
ORD-1619,2022-09-12,2022-09-14,Central,Office Supplies,Binders,2463.76,8,0.02,197.1
ORD-1620,2022-09-13,2022-09-15,South,Furniture,Tables,434.36,8,0.21,-47.78
ORD-1621,2022-09-14,2022-09-16,West,Office Supplies,Phones,2067.34,1,0.04,124.04
ORD-1622,2022-09-15,2022-09-17,Central,Technology,Phones,2065.18,4,0.12,-41.3
ORD-1623,2022-09-16,2022-09-18,West,Technology,Tables,376.75,4,0.16,-22.6
ORD-1624,2022-09-17,2022-09-19,East,Office Supplies,Phones,1776.66,7,0.12,-35.53
ORD-1625,2022-09-18,2022-09-20,West,Technology,Storage,599.44,7,0.16,-35.97
ORD-1626,2022-09-19,2022-09-21,East,Office Supplies,Storage,4050.76,8,0.3,-810.15
ORD-1627,2022-09-20,2022-09-22,West,Technology,Storage,4741.06,5,0.04,284.46
ORD-1628,2022-09-21,2022-09-23,Central,Furniture,Chairs,407.97,7,0.2,-40.8
ORD-1629,2022-09-22,2022-09-24,Central,Technology,Tables,4777.82,8,0.12,-95.56
ORD-1630,2022-09-23,2022-09-25,East,Furniture,Chairs,2636.75,9,0.04,158.21
ORD-1631,2022-09-24,2022-09-26,South,Technology,Phones,1532.85,3,0.05,76.64
ORD-1632,2022-09-25,2022-09-27,East,Furniture,Chairs,430.47,3,0.28,-77.48
ORD-1633,2022-09-26,2022-09-28,East,Technology,Phones,2528.09,4,0.26,-404.49
ORD-1634,2022-09-27,2022-09-29,West,Furniture,Phones,3982.85,5,0.27,-677.08
ORD-1635,2022-09-28,2022-09-30,West,Office Supplies,Binders,3550.08,1,0.3,-710.02
ORD-1636,2022-09-29,2022-10-01,East,Office Supplies,Storage,298.62,7,0.06,11.94
ORD-1637,2022-09-30,2022-10-02,Central,Furniture,Phones,410.86,9,0.11,-4.11
ORD-1638,2022-10-01,2022-10-03,West,Technology,Binders,2044.22,8,0.2,-204.42
ORD-1639,2022-10-02,2022-10-04,South,Furniture,Storage,1511.69,5,0.15,-75.58
ORD-1640,2022-10-03,2022-10-05,West,Technology,Phones,1200.3,4,0.13,-36.01
ORD-1641,2022-10-04,2022-10-06,West,Office Supplies,Phones,1440.97,7,0.11,-14.41
ORD-1642,2022-10-05,2022-10-07,South,Technology,Chairs,4027.24,5,0.18,-322.18
ORD-1643,2022-10-06,2022-10-08,East,Office Supplies,Chairs,4649.68,7,0.17,-325.48
ORD-1644,2022-10-07,2022-10-09,South,Technology,Storage,2055.26,1,0.05,102.76
ORD-1645,2022-10-08,2022-10-10,East,Technology,Phones,4535.25,1,0.14,-181.41
ORD-1646,2022-10-09,2022-10-11,East,Technology,Tables,1641.4,3,0.17,-114.9
ORD-1647,2022-10-10,2022-10-12,East,Furniture,Chairs,2408.36,2,0.17,-168.59
ORD-1648,2022-10-11,2022-10-13,South,Furniture,Storage,1168.84,2,0.06,46.75
ORD-1649,2022-10-12,2022-10-14,East,Office Supplies,Phones,3220.36,7,0.22,-386.44
ORD-1650,2022-10-13,2022-10-15,Central,Office Supplies,Phones,4895.96,2,0.01,440.64
ORD-1651,2022-10-14,2022-10-16,South,Furniture,Tables,3037.29,4,0.11,-30.37
ORD-1652,2022-10-15,2022-10-17,Central,Office Supplies,Storage,1821.18,2,0.23,-236.75
ORD-1653,2022-10-16,2022-10-18,East,Furniture,Phones,3256.7,6,0.17,-227.97
ORD-1654,2022-10-17,2022-10-19,West,Technology,Chairs,658.46,8,0.08,13.17
ORD-1655,2022-10-18,2022-10-20,East,Office Supplies,Tables,4448.86,4,0.21,-489.37
ORD-1656,2022-10-19,2022-10-21,Central,Office Supplies,Storage,2540.27,5,0.17,-177.82
ORD-1657,2022-10-20,2022-10-22,Central,Furniture,Tables,2274.28,4,0.24,-318.4
ORD-1658,2022-10-21,2022-10-23,South,Office Supplies,Chairs,2950.03,3,0.22,-354.0
ORD-1659,2022-10-22,2022-10-24,West,Office Supplies,Storage,3142.68,5,0.18,-251.41
ORD-1660,2022-10-23,2022-10-25,South,Technology,Tables,405.29,9,0.15,-20.26
ORD-1661,2022-10-24,2022-10-26,Central,Office Supplies,Binders,3428.96,8,0.04,205.74
ORD-1662,2022-10-25,2022-10-27,East,Technology,Chairs,1247.56,8,0.08,24.95
ORD-1663,2022-10-26,2022-10-28,West,Furniture,Chairs,3584.07,8,0.13,-107.52
ORD-1664,2022-10-27,2022-10-29,East,Office Supplies,Chairs,4121.55,8,0.18,-329.72
ORD-1665,2022-10-28,2022-10-30,East,Technology,Binders,4029.59,7,0.15,-201.48
ORD-1666,2022-10-29,2022-10-31,West,Furniture,Binders,2784.88,8,0.09,27.85
ORD-1667,2022-10-30,2022-11-01,South,Office Supplies,Phones,2624.84,8,0.0,262.48
ORD-1668,2022-10-31,2022-11-02,East,Furniture,Tables,757.24,8,0.15,-37.86
ORD-1669,2022-11-01,2022-11-03,Central,Office Supplies,Phones,3887.96,7,0.09,38.88
ORD-1670,2022-11-02,2022-11-04,East,Furniture,Tables,1393.48,1,0.22,-167.22
ORD-1671,2022-11-03,2022-11-05,West,Furniture,Binders,2508.64,4,0.01,225.78
ORD-1672,2022-11-04,2022-11-06,West,Technology,Binders,1457.16,4,0.18,-116.57
ORD-1673,2022-11-05,2022-11-07,West,Furniture,Phones,712.45,5,0.28,-128.24
ORD-1674,2022-11-06,2022-11-08,South,Office Supplies,Storage,3166.31,6,0.05,158.32
ORD-1675,2022-11-07,2022-11-09,East,Office Supplies,Phones,318.94,4,0.14,-12.76
ORD-1676,2022-11-08,2022-11-10,South,Technology,Tables,3755.79,2,0.03,262.91
ORD-1677,2022-11-09,2022-11-11,South,Office Supplies,Phones,1622.05,6,0.19,-145.98
ORD-1678,2022-11-10,2022-11-12,West,Office Supplies,Chairs,50.67,8,0.17,-3.55
ORD-1679,2022-11-11,2022-11-13,West,Office Supplies,Tables,2580.09,8,0.12,-51.6
ORD-1680,2022-11-12,2022-11-14,South,Furniture,Tables,281.92,7,0.16,-16.92
ORD-1681,2022-11-13,2022-11-15,East,Furniture,Storage,1417.04,6,0.27,-240.9
ORD-1682,2022-11-14,2022-11-16,Central,Office Supplies,Binders,3549.53,2,0.06,141.98
ORD-1683,2022-11-15,2022-11-17,South,Technology,Tables,360.31,7,0.01,32.43
ORD-1684,2022-11-16,2022-11-18,East,Furniture,Binders,4204.73,5,0.26,-672.76
ORD-1685,2022-11-17,2022-11-19,West,Technology,Phones,68.91,6,0.17,-4.82
ORD-1686,2022-11-18,2022-11-20,West,Office Supplies,Chairs,1271.78,8,0.27,-216.2
ORD-1687,2022-11-19,2022-11-21,East,Office Supplies,Storage,3717.48,8,0.18,-297.4
ORD-1688,2022-11-20,2022-11-22,Central,Furniture,Binders,1615.54,3,0.24,-226.18
ORD-1689,2022-11-21,2022-11-23,West,Office Supplies,Tables,554.37,7,0.13,-16.63
ORD-1690,2022-11-22,2022-11-24,West,Furniture,Binders,1833.16,1,0.22,-219.98
ORD-1691,2022-11-23,2022-11-25,West,Office Supplies,Tables,1388.45,1,0.27,-236.04
ORD-1692,2022-11-24,2022-11-26,East,Office Supplies,Binders,4221.42,7,0.17,-295.5
ORD-1693,2022-11-25,2022-11-27,South,Furniture,Tables,1601.07,9,0.05,80.05
ORD-1694,2022-11-26,2022-11-28,West,Furniture,Phones,3955.22,7,0.08,79.1
ORD-1695,2022-11-27,2022-11-29,South,Furniture,Tables,4464.77,5,0.06,178.59
ORD-1696,2022-11-28,2022-11-30,Central,Office Supplies,Tables,2197.4,8,0.07,65.92
ORD-1697,2022-11-29,2022-12-01,West,Office Supplies,Chairs,4554.22,2,0.09,45.54
ORD-1698,2022-11-30,2022-12-02,West,Technology,Tables,1917.72,9,0.17,-134.24
ORD-1699,2022-12-01,2022-12-03,Central,Furniture,Chairs,4822.19,6,0.18,-385.78
ORD-1700,2022-12-02,2022-12-04,West,Office Supplies,Storage,491.98,9,0.13,-14.76
ORD-1701,2022-12-03,2022-12-05,South,Office Supplies,Chairs,3450.75,2,0.18,-276.06
ORD-1702,2022-12-04,2022-12-06,East,Furniture,Phones,2494.38,3,0.02,199.55
ORD-1703,2022-12-05,2022-12-07,South,Technology,Chairs,1968.86,8,0.03,137.82
ORD-1704,2022-12-06,2022-12-08,East,Furniture,Storage,3181.92,1,0.05,159.1
ORD-1705,2022-12-07,2022-12-09,East,Technology,Phones,3534.09,7,0.16,-212.05
ORD-1706,2022-12-08,2022-12-10,South,Office Supplies,Binders,71.6,7,0.06,2.86
ORD-1707,2022-12-09,2022-12-11,South,Technology,Binders,876.42,1,0.08,17.53
ORD-1708,2022-12-10,2022-12-12,South,Office Supplies,Chairs,3579.58,9,0.12,-71.59
ORD-1709,2022-12-11,2022-12-13,South,Furniture,Chairs,3348.61,8,0.24,-468.81
ORD-1710,2022-12-12,2022-12-14,Central,Furniture,Storage,4831.94,4,0.0,483.19
ORD-1711,2022-12-13,2022-12-15,West,Furniture,Storage,3817.14,5,0.19,-343.54
ORD-1712,2022-12-14,2022-12-16,East,Technology,Tables,4756.32,2,0.2,-475.63
ORD-1713,2022-12-15,2022-12-17,South,Office Supplies,Storage,3527.58,9,0.24,-493.86
ORD-1714,2022-12-16,2022-12-18,South,Furniture,Tables,1525.36,6,0.28,-274.56
ORD-1715,2022-12-17,2022-12-19,South,Furniture,Phones,571.56,3,0.01,51.44
ORD-1716,2022-12-18,2022-12-20,Central,Office Supplies,Chairs,3920.03,7,0.05,196.0
ORD-1717,2022-12-19,2022-12-21,South,Furniture,Phones,3238.54,9,0.27,-550.55
ORD-1718,2022-12-20,2022-12-22,South,Office Supplies,Storage,288.52,3,0.14,-11.54
ORD-1719,2022-12-21,2022-12-23,South,Office Supplies,Phones,1832.25,2,0.17,-128.26
ORD-1720,2022-12-22,2022-12-24,West,Office Supplies,Phones,4786.16,7,0.2,-478.62
ORD-1721,2022-12-23,2022-12-25,Central,Office Supplies,Phones,2526.99,7,0.2,-252.7
ORD-1722,2022-12-24,2022-12-26,South,Office Supplies,Storage,2192.01,4,0.28,-394.56
ORD-1723,2022-12-25,2022-12-27,East,Technology,Phones,2315.61,9,0.3,-463.12
ORD-1724,2022-12-26,2022-12-28,East,Furniture,Tables,1083.97,8,0.22,-130.08
ORD-1725,2022-12-27,2022-12-29,East,Technology,Storage,1875.1,1,0.09,18.75
ORD-1726,2022-12-28,2022-12-30,Central,Furniture,Phones,1880.58,1,0.26,-300.89
ORD-1727,2022-12-29,2022-12-31,Central,Technology,Storage,309.16,5,0.01,27.82
ORD-1728,2022-12-30,2023-01-01,East,Office Supplies,Binders,3849.46,6,0.07,115.48
ORD-1729,2022-12-31,2023-01-02,South,Furniture,Tables,2111.7,3,0.27,-358.99
ORD-1730,2023-01-01,2023-01-03,Central,Furniture,Phones,4119.79,9,0.08,82.4
ORD-1731,2023-01-02,2023-01-04,East,Technology,Binders,4259.22,6,0.07,127.78
ORD-1732,2023-01-03,2023-01-05,East,Technology,Binders,1099.37,4,0.04,65.96
ORD-1733,2023-01-04,2023-01-06,South,Furniture,Storage,3303.9,7,0.26,-528.62
ORD-1734,2023-01-05,2023-01-07,West,Technology,Binders,2387.79,8,0.15,-119.39
ORD-1735,2023-01-06,2023-01-08,Central,Technology,Tables,4406.78,9,0.2,-440.68
ORD-1736,2023-01-07,2023-01-09,South,Technology,Tables,1117.92,6,0.07,33.54
ORD-1737,2023-01-08,2023-01-10,East,Office Supplies,Chairs,3405.18,6,0.23,-442.67
ORD-1738,2023-01-09,2023-01-11,East,Office Supplies,Tables,3058.37,8,0.23,-397.59
ORD-1739,2023-01-10,2023-01-12,South,Technology,Binders,1511.74,5,0.09,15.12
ORD-1740,2023-01-11,2023-01-13,Central,Technology,Tables,726.17,3,0.12,-14.52
ORD-1741,2023-01-12,2023-01-14,West,Office Supplies,Storage,3275.62,3,0.06,131.02
ORD-1742,2023-01-13,2023-01-15,West,Office Supplies,Chairs,3706.06,6,0.29,-704.15
ORD-1743,2023-01-14,2023-01-16,East,Furniture,Binders,1612.36,2,0.19,-145.11
ORD-1744,2023-01-15,2023-01-17,Central,Furniture,Chairs,3241.92,6,0.28,-583.55
ORD-1745,2023-01-16,2023-01-18,West,Office Supplies,Binders,2005.9,6,0.09,20.06
ORD-1746,2023-01-17,2023-01-19,Central,Technology,Storage,3580.37,8,0.23,-465.45
ORD-1747,2023-01-18,2023-01-20,Central,Technology,Chairs,1036.12,7,0.23,-134.7
ORD-1748,2023-01-19,2023-01-21,East,Technology,Phones,4456.56,8,0.21,-490.22
ORD-1749,2023-01-20,2023-01-22,West,Technology,Binders,1472.68,9,0.29,-279.81
ORD-1750,2023-01-21,2023-01-23,South,Furniture,Phones,1870.54,6,0.12,-37.41
ORD-1751,2023-01-22,2023-01-24,East,Office Supplies,Chairs,337.56,3,0.04,20.25
ORD-1752,2023-01-23,2023-01-25,West,Technology,Phones,601.99,3,0.2,-60.2
ORD-1753,2023-01-24,2023-01-26,West,Furniture,Phones,2603.52,1,0.22,-312.42
ORD-1754,2023-01-25,2023-01-27,West,Technology,Chairs,1374.58,5,0.17,-96.22
ORD-1755,2023-01-26,2023-01-28,West,Office Supplies,Storage,4185.63,4,0.06,167.43
ORD-1756,2023-01-27,2023-01-29,West,Furniture,Phones,122.73,9,0.15,-6.14
ORD-1757,2023-01-28,2023-01-30,Central,Office Supplies,Phones,1926.52,9,0.09,19.27
ORD-1758,2023-01-29,2023-01-31,East,Office Supplies,Storage,1719.86,5,0.13,-51.6
ORD-1759,2023-01-30,2023-02-01,Central,Furniture,Phones,145.67,4,0.19,-13.11
ORD-1760,2023-01-31,2023-02-02,South,Furniture,Phones,665.62,7,0.22,-79.87
ORD-1761,2023-02-01,2023-02-03,West,Furniture,Phones,2097.53,6,0.07,62.93
ORD-1762,2023-02-02,2023-02-04,East,Furniture,Tables,2489.68,4,0.12,-49.79
ORD-1763,2023-02-03,2023-02-05,West,Furniture,Storage,2051.23,2,0.08,41.02
ORD-1764,2023-02-04,2023-02-06,East,Furniture,Phones,2678.14,1,0.06,107.13
ORD-1765,2023-02-05,2023-02-07,Central,Furniture,Storage,2995.9,4,0.24,-419.43
ORD-1766,2023-02-06,2023-02-08,East,Technology,Binders,99.12,4,0.27,-16.85
ORD-1767,2023-02-07,2023-02-09,South,Office Supplies,Binders,2347.27,1,0.11,-23.47
ORD-1768,2023-02-08,2023-02-10,South,Furniture,Phones,4819.32,6,0.23,-626.51
ORD-1769,2023-02-09,2023-02-11,East,Technology,Storage,2619.21,4,0.27,-445.27
ORD-1770,2023-02-10,2023-02-12,East,Technology,Storage,3403.83,1,0.25,-510.57
ORD-1771,2023-02-11,2023-02-13,East,Technology,Storage,1593.73,1,0.05,79.69
ORD-1772,2023-02-12,2023-02-14,East,Office Supplies,Tables,3881.26,1,0.29,-737.44
ORD-1773,2023-02-13,2023-02-15,South,Furniture,Binders,3875.96,8,0.11,-38.76
ORD-1774,2023-02-14,2023-02-16,West,Technology,Storage,2630.42,8,0.1,0.0
ORD-1775,2023-02-15,2023-02-17,East,Office Supplies,Storage,4881.27,2,0.02,390.5
ORD-1776,2023-02-16,2023-02-18,East,Office Supplies,Tables,671.47,7,0.15,-33.57
ORD-1777,2023-02-17,2023-02-19,South,Office Supplies,Tables,133.89,8,0.03,9.37
ORD-1778,2023-02-18,2023-02-20,South,Technology,Storage,3862.28,8,0.07,115.87
ORD-1779,2023-02-19,2023-02-21,Central,Furniture,Chairs,4045.42,7,0.1,0.0
ORD-1780,2023-02-20,2023-02-22,East,Technology,Storage,645.03,5,0.24,-90.3
ORD-1781,2023-02-21,2023-02-23,Central,Technology,Storage,1364.64,1,0.26,-218.34
ORD-1782,2023-02-22,2023-02-24,South,Furniture,Tables,136.88,9,0.09,1.37
ORD-1783,2023-02-23,2023-02-25,South,Furniture,Tables,1501.88,7,0.26,-240.3
ORD-1784,2023-02-24,2023-02-26,West,Furniture,Storage,3877.05,2,0.26,-620.33
ORD-1785,2023-02-25,2023-02-27,East,Office Supplies,Storage,2613.9,6,0.23,-339.81
ORD-1786,2023-02-26,2023-02-28,Central,Furniture,Storage,1773.07,2,0.04,106.38
ORD-1787,2023-02-27,2023-03-01,South,Technology,Tables,1890.11,1,0.21,-207.91
ORD-1788,2023-02-28,2023-03-02,South,Furniture,Storage,56.7,7,0.28,-10.21
ORD-1789,2023-03-01,2023-03-03,Central,Technology,Storage,1534.01,2,0.2,-153.4
ORD-1790,2023-03-02,2023-03-04,West,Office Supplies,Phones,3249.97,2,0.1,0.0
ORD-1791,2023-03-03,2023-03-05,South,Technology,Chairs,4872.26,5,0.15,-243.61
ORD-1792,2023-03-04,2023-03-06,East,Technology,Binders,4242.95,5,0.19,-381.87
ORD-1793,2023-03-05,2023-03-07,South,Furniture,Chairs,166.8,7,0.15,-8.34
ORD-1794,2023-03-06,2023-03-08,East,Furniture,Phones,4497.87,1,0.04,269.87
ORD-1795,2023-03-07,2023-03-09,Central,Technology,Binders,3926.83,8,0.09,39.27
ORD-1796,2023-03-08,2023-03-10,East,Furniture,Storage,3912.86,3,0.24,-547.8
ORD-1797,2023-03-09,2023-03-11,Central,Office Supplies,Phones,2317.08,4,0.26,-370.73
ORD-1798,2023-03-10,2023-03-12,East,Office Supplies,Storage,2020.13,9,0.04,121.21
ORD-1799,2023-03-11,2023-03-13,Central,Furniture,Tables,1549.43,4,0.29,-294.39
ORD-1800,2023-03-12,2023-03-14,East,Office Supplies,Phones,375.19,5,0.1,0.0
ORD-1801,2023-03-13,2023-03-15,West,Furniture,Tables,1179.77,7,0.2,-117.98
ORD-1802,2023-03-14,2023-03-16,East,Technology,Phones,1270.69,4,0.23,-165.19
ORD-1803,2023-03-15,2023-03-17,East,Technology,Phones,2446.18,1,0.24,-342.47
ORD-1804,2023-03-16,2023-03-18,West,Office Supplies,Tables,3749.85,9,0.28,-674.97
ORD-1805,2023-03-17,2023-03-19,South,Furniture,Binders,2395.36,4,0.09,23.95
ORD-1806,2023-03-18,2023-03-20,South,Furniture,Chairs,336.33,9,0.26,-53.81
ORD-1807,2023-03-19,2023-03-21,East,Office Supplies,Storage,4791.06,6,0.04,287.46
ORD-1808,2023-03-20,2023-03-22,West,Technology,Phones,4716.49,1,0.21,-518.81
ORD-1809,2023-03-21,2023-03-23,East,Office Supplies,Storage,3936.69,3,0.22,-472.4
ORD-1810,2023-03-22,2023-03-24,Central,Technology,Tables,4957.07,2,0.2,-495.71
ORD-1811,2023-03-23,2023-03-25,Central,Furniture,Storage,2745.19,9,0.08,54.9
ORD-1812,2023-03-24,2023-03-26,East,Technology,Tables,4815.7,1,0.26,-770.51
ORD-1813,2023-03-25,2023-03-27,South,Office Supplies,Storage,424.24,9,0.05,21.21
ORD-1814,2023-03-26,2023-03-28,South,Furniture,Chairs,1860.12,9,0.02,148.81
ORD-1815,2023-03-27,2023-03-29,East,Office Supplies,Chairs,1165.64,8,0.22,-139.88
ORD-1816,2023-03-28,2023-03-30,East,Office Supplies,Chairs,1019.37,8,0.14,-40.77
ORD-1817,2023-03-29,2023-03-31,Central,Technology,Chairs,746.97,1,0.25,-112.05
ORD-1818,2023-03-30,2023-04-01,South,Office Supplies,Chairs,3130.95,8,0.12,-62.62
ORD-1819,2023-03-31,2023-04-02,East,Technology,Chairs,3917.54,3,0.05,195.88
ORD-1820,2023-04-01,2023-04-03,Central,Furniture,Tables,2912.58,7,0.25,-436.89
ORD-1821,2023-04-02,2023-04-04,South,Technology,Phones,777.47,1,0.16,-46.65
ORD-1822,2023-04-03,2023-04-05,West,Furniture,Storage,4065.06,1,0.06,162.6
ORD-1823,2023-04-04,2023-04-06,Central,Technology,Chairs,3197.98,5,0.22,-383.76
ORD-1824,2023-04-05,2023-04-07,South,Office Supplies,Tables,1971.42,5,0.15,-98.57
ORD-1825,2023-04-06,2023-04-08,South,Technology,Tables,3386.94,8,0.18,-270.96
ORD-1826,2023-04-07,2023-04-09,Central,Technology,Tables,1336.53,7,0.14,-53.46
ORD-1827,2023-04-08,2023-04-10,West,Furniture,Phones,1758.7,8,0.25,-263.8
ORD-1828,2023-04-09,2023-04-11,Central,Office Supplies,Storage,4591.55,6,0.25,-688.73
ORD-1829,2023-04-10,2023-04-12,South,Technology,Phones,1488.0,6,0.21,-163.68
ORD-1830,2023-04-11,2023-04-13,East,Office Supplies,Binders,2376.44,2,0.03,166.35
ORD-1831,2023-04-12,2023-04-14,East,Technology,Tables,4456.2,6,0.25,-668.43
ORD-1832,2023-04-13,2023-04-15,Central,Technology,Binders,3553.22,5,0.2,-355.32
ORD-1833,2023-04-14,2023-04-16,South,Office Supplies,Chairs,357.91,3,0.21,-39.37
ORD-1834,2023-04-15,2023-04-17,East,Technology,Chairs,779.15,6,0.11,-7.79
ORD-1835,2023-04-16,2023-04-18,South,Office Supplies,Phones,88.82,8,0.26,-14.21
ORD-1836,2023-04-17,2023-04-19,Central,Technology,Storage,3173.06,9,0.22,-380.77
ORD-1837,2023-04-18,2023-04-20,East,Furniture,Binders,2265.98,1,0.03,158.62
ORD-1838,2023-04-19,2023-04-21,South,Office Supplies,Storage,714.66,3,0.12,-14.29
ORD-1839,2023-04-20,2023-04-22,East,Technology,Phones,4791.77,3,0.27,-814.6
ORD-1840,2023-04-21,2023-04-23,Central,Technology,Chairs,2671.82,8,0.01,240.46
ORD-1841,2023-04-22,2023-04-24,South,Furniture,Storage,1247.37,1,0.29,-237.0
ORD-1842,2023-04-23,2023-04-25,East,Office Supplies,Storage,2527.99,5,0.2,-252.8
ORD-1843,2023-04-24,2023-04-26,Central,Technology,Chairs,3414.12,3,0.19,-307.27
ORD-1844,2023-04-25,2023-04-27,East,Furniture,Binders,427.38,2,0.08,8.55
ORD-1845,2023-04-26,2023-04-28,East,Technology,Chairs,1409.78,8,0.07,42.29
ORD-1846,2023-04-27,2023-04-29,West,Office Supplies,Storage,4044.48,3,0.28,-728.01
ORD-1847,2023-04-28,2023-04-30,West,Technology,Binders,2325.34,7,0.09,23.25
ORD-1848,2023-04-29,2023-05-01,Central,Technology,Binders,2755.56,1,0.23,-358.22
ORD-1849,2023-04-30,2023-05-02,West,Technology,Chairs,2192.44,6,0.12,-43.85
ORD-1850,2023-05-01,2023-05-03,Central,Technology,Storage,267.3,3,0.04,16.04
ORD-1851,2023-05-02,2023-05-04,West,Furniture,Phones,870.46,8,0.0,87.05
ORD-1852,2023-05-03,2023-05-05,East,Furniture,Storage,2255.43,6,0.16,-135.33
ORD-1853,2023-05-04,2023-05-06,Central,Office Supplies,Tables,1085.47,2,0.29,-206.24
ORD-1854,2023-05-05,2023-05-07,Central,Furniture,Phones,297.4,6,0.11,-2.97
ORD-1855,2023-05-06,2023-05-08,East,Furniture,Binders,4226.07,7,0.11,-42.26
ORD-1856,2023-05-07,2023-05-09,Central,Office Supplies,Phones,4906.9,5,0.1,0.0
ORD-1857,2023-05-08,2023-05-10,Central,Furniture,Binders,3976.06,3,0.16,-238.56
ORD-1858,2023-05-09,2023-05-11,West,Furniture,Binders,4276.24,4,0.13,-128.29
ORD-1859,2023-05-10,2023-05-12,Central,Office Supplies,Phones,1247.79,4,0.26,-199.65
ORD-1860,2023-05-11,2023-05-13,South,Office Supplies,Binders,4805.1,6,0.15,-240.25
ORD-1861,2023-05-12,2023-05-14,East,Office Supplies,Binders,1024.78,1,0.15,-51.24
ORD-1862,2023-05-13,2023-05-15,West,Technology,Tables,4759.58,4,0.04,285.57
ORD-1863,2023-05-14,2023-05-16,West,Technology,Storage,4974.36,4,0.29,-945.13
ORD-1864,2023-05-15,2023-05-17,South,Office Supplies,Storage,3573.03,1,0.07,107.19
ORD-1865,2023-05-16,2023-05-18,East,Office Supplies,Tables,4906.66,9,0.02,392.53
